Latitude,Longitude,Date,Average of merged_data.temperature,Average of merged_data.O3,Sum of merged_data.PM2.5,Average of merged_data.AQI
33.503833,-112.095767,01-01-2024 00:00,50.375,0.009,2095.933336,126.3333333
33.503833,-112.095767,02-01-2024 00:00,51.333333,0.012294,257.8,50
33.503833,-112.095767,03-01-2024 00:00,50.958333,0.026471,186.365216,42.5
33.503833,-112.095767,04-01-2024 00:00,49.583333,0.017706,127.933336,31.33333333
33.503833,-112.095767,05-01-2024 00:00,47.125,0.010588,170.017392,41.5
33.503833,-112.095767,06-01-2024 00:00,47.708333,0.015588,232.333336,45
33.503833,-112.095767,07-01-2024 00:00,46.833333,0.024471,120.733336,31
33.503833,-112.095767,08-01-2024 00:00,41.916667,0.015353,99.933336,33.5
33.503833,-112.095767,09-01-2024 00:00,39.65,0.010118,214.533336,47.5
33.503833,-112.095767,10-01-2024 00:00,43.666667,0.012,389.866664,54
33.503833,-112.095767,11-01-2024 00:00,47.125,0.021235,82.133336,33
33.503833,-112.095767,12-01-2024 00:00,43.458333,0.013059,168.333336,45
33.503833,-112.095767,13-01-2024 00:00,45.541667,0.015077,501.266664,61.33333333
33.503833,-112.095767,15-01-2024 00:00,50.458333,0.013647,302.533336,56.5
33.503833,-112.095767,16-01-2024 00:00,51.208333,0.013471,436.666664,60.33333333
33.503833,-112.095767,17-01-2024 00:00,51.708333,0.008353,202.133336,48.5
33.503833,-112.095767,18-01-2024 00:00,55.583333,0.013,200.19048,48.5
33.503833,-112.095767,19-01-2024 00:00,57.666667,0.013615,296.933336,52
33.503833,-112.095767,21-01-2024 00:00,54.416667,0.009235,166.866664,41.5
33.503833,-112.095767,22-01-2024 00:00,55.166667,0.018471,234.8,42.66666667
33.503833,-112.095767,23-01-2024 00:00,54.708333,0.019353,38.866664,25
33.503833,-112.095767,24-01-2024 00:00,55.75,0.011294,155.266664,39
33.503833,-112.095767,25-01-2024 00:00,56.75,0.017471,233.666664,43
33.503833,-112.095767,26-01-2024 00:00,54.708333,0.012,137.8,40.5
33.503833,-112.095767,27-01-2024 00:00,58.125,0.021118,179.933336,43.5
33.503833,-112.095767,28-01-2024 00:00,63.291667,0.020059,98.333336,36
33.503833,-112.095767,29-01-2024 00:00,61.458333,0.014471,87.644448,47
33.503833,-112.095767,30-01-2024 00:00,62.083333,0.015765,149.333336,46.5
33.503833,-112.095767,31-01-2024 00:00,63.875,0.018706,210.366664,45.33333333
33.503833,-112.095767,01-02-2024 00:00,64.958333,0.026353,85.033336,28.5
33.503833,-112.095767,02-02-2024 00:00,55.25,0.028294,56.5,36
33.503833,-112.095767,03-02-2024 00:00,52.416667,0.022765,112.6,36.66666667
33.503833,-112.095767,04-02-2024 00:00,55.375,0.020471,114.033336,38.5
33.503833,-112.095767,05-02-2024 00:00,59.625,0.017706,104.433336,33.5
33.503833,-112.095767,06-02-2024 00:00,59.833333,0.026471,85.4,30
33.503833,-112.095767,07-02-2024 00:00,53.25,0.024,51.666664,32
33.503833,-112.095767,08-02-2024 00:00,48.333333,0.030588,54.933336,33
33.503833,-112.095767,09-02-2024 00:00,48.208333,0.025824,97.866664,38
33.503833,-112.095767,10-02-2024 00:00,50.291667,0.033471,56.2,37
33.503833,-112.095767,11-02-2024 00:00,49,0.017941,117.433336,37
33.503833,-112.095767,12-02-2024 00:00,50.916667,0.016176,210.366664,48
33.503833,-112.095767,13-02-2024 00:00,54.875,0.019294,173,45
33.503833,-112.095767,14-02-2024 00:00,55.291667,0.019059,295.8,52.33333333
33.503833,-112.095767,15-02-2024 00:00,57.458333,0.019706,250.266664,47.66666667
33.503833,-112.095767,16-02-2024 00:00,58.041667,0.022588,195.3,50.5
33.503833,-112.095767,17-02-2024 00:00,60.583333,0.025118,213.033336,51
33.503833,-112.095767,18-02-2024 00:00,61.583333,0.025529,250.033336,50
33.503833,-112.095767,19-02-2024 00:00,62.916667,0.021118,139.5,43.5
33.503833,-112.095767,20-02-2024 00:00,65.291667,0.020706,100.933336,37
33.503833,-112.095767,21-02-2024 00:00,64.208333,0.021824,107.233336,33
33.503833,-112.095767,22-02-2024 00:00,62.416667,0.023706,112.066664,39
33.503833,-112.095767,23-02-2024 00:00,63.5,0.018471,104.733336,36
33.503833,-112.095767,24-02-2024 00:00,64.875,0.019176,245.566664,49.33333333
33.503833,-112.095767,25-02-2024 00:00,67.75,0.022765,148.966664,47.5
33.503833,-112.095767,26-02-2024 00:00,67.666667,0.013529,144.145456,44
33.503833,-112.095767,27-02-2024 00:00,65.375,0.019,144.733336,34.66666667
33.503833,-112.095767,28-02-2024 00:00,63.041667,0.032176,85.5,36
33.503833,-112.095767,29-02-2024 00:00,62.478261,0.027471,84.833336,39
33.503833,-112.095767,01-03-2024 00:00,65.583333,0.026765,136.733336,39
33.503833,-112.095767,02-03-2024 00:00,65.125,0.032529,85.2,37
33.503833,-112.095767,03-03-2024 00:00,63.041667,0.033,77,37
33.503833,-112.095767,04-03-2024 00:00,61,0.023647,140.333336,39
33.503833,-112.095767,05-03-2024 00:00,61.916667,0.026941,108.8,44
33.503833,-112.095767,06-03-2024 00:00,63.541667,0.031353,96,39
33.503833,-112.095767,07-03-2024 00:00,57.291667,0.027706,80.566664,30
33.503833,-112.095767,08-03-2024 00:00,59.375,0.030176,64.4,39
33.503833,-112.095767,09-03-2024 00:00,61.75,0.028059,59.6,37
33.503833,-112.095767,10-03-2024 00:00,64.458333,0.024353,134.533336,44
33.503833,-112.095767,11-03-2024 00:00,66.708333,0.024,90.066664,39
33.503833,-112.095767,12-03-2024 00:00,65.583333,0.031529,100.833336,44
33.503833,-112.095767,13-03-2024 00:00,64.666667,0.037471,130.266664,44
33.503833,-112.095767,14-03-2024 00:00,60.208333,0.037176,85.433336,42
33.503833,-112.095767,15-03-2024 00:00,54.291667,0.032533,83.966664,32
33.503833,-112.095767,16-03-2024 00:00,56.125,0.035533,93.127272,41
33.503833,-112.095767,17-03-2024 00:00,58.125,0.031,64.347824,43
33.503833,-112.095767,18-03-2024 00:00,61.583333,0.037824,73.733336,44
33.503833,-112.095767,19-03-2024 00:00,63.583333,0.039294,110.366664,48
33.503833,-112.095767,20-03-2024 00:00,64.625,0.037353,83.733336,50
33.503833,-112.095767,21-03-2024 00:00,67.541667,0.031235,92.973912,54
33.503833,-112.095767,22-03-2024 00:00,70.125,0.033059,177.033336,61
33.503833,-112.095767,23-03-2024 00:00,70.166667,0.040765,104.2,44
33.503833,-112.095767,24-03-2024 00:00,57.958333,0.04,67.4,40
33.503833,-112.095767,25-03-2024 00:00,60.333333,0.039824,86.3,40
33.503833,-112.095767,26-03-2024 00:00,61.833333,0.040529,59.666664,43
33.503833,-112.095767,27-03-2024 00:00,61.772727,0.031235,83.366664,49
33.503833,-112.095767,28-03-2024 00:00,65.375,0.034294,197.9,50
33.503833,-112.095767,29-03-2024 00:00,70.291667,0.033412,93.033336,44
33.503833,-112.095767,30-03-2024 00:00,72.25,0.045765,79.066664,48
33.503833,-112.095767,31-03-2024 00:00,55.958333,0.040353,68.033336,42
33.503833,-112.095767,01-04-2024 00:00,56,0.029706,43.233336,41
33.503833,-112.095767,02-04-2024 00:00,62.375,0.028529,110.5,43
33.503833,-112.095767,03-04-2024 00:00,67.708333,0.033235,97.8,50
33.503833,-112.095767,04-04-2024 00:00,72.291667,0.048118,70.533336,58
33.503833,-112.095767,05-04-2024 00:00,63.416667,0.044588,98.1,44
33.503833,-112.095767,06-04-2024 00:00,57.5,0.033235,94.833336,46
33.503833,-112.095767,07-04-2024 00:00,61.375,0.035,99.866664,51
33.503833,-112.095767,08-04-2024 00:00,63.208333,0.040882,82.266664,50
33.503833,-112.095767,09-04-2024 00:00,68.333333,0.039882,119.133336,48
33.503833,-112.095767,10-04-2024 00:00,70.75,0.032941,93.466664,58
33.503833,-112.095767,11-04-2024 00:00,75.083333,0.036353,132.866664,64
33.503833,-112.095767,12-04-2024 00:00,78.125,0.044353,165.466664,61
33.503833,-112.095767,13-04-2024 00:00,75.958333,0.046118,106.266664,50
33.503833,-112.095767,14-04-2024 00:00,70.291667,0.050235,82.333336,54
33.503833,-112.095767,15-04-2024 00:00,66.541667,0.036706,104,51
33.503833,-112.095767,16-04-2024 00:00,71.666667,0.040294,77.366664,61
33.503833,-112.095767,17-04-2024 00:00,75.625,0.034294,83.633336,67
33.503833,-112.095767,18-04-2024 00:00,76.666667,0.038176,143.478264,74
33.503833,-112.095767,19-04-2024 00:00,78.125,0.040941,114.1,80
33.503833,-112.095767,20-04-2024 00:00,81,0.036294,96.1,80
33.503833,-112.095767,21-04-2024 00:00,81.25,0.038529,194.9,84
33.503833,-112.095767,22-04-2024 00:00,84.583333,0.047235,118.433336,77
33.503833,-112.095767,23-04-2024 00:00,83.583333,0.038412,73.933336,43
33.503833,-112.095767,24-04-2024 00:00,79.291667,0.040471,106.766664,44
33.503833,-112.095767,25-04-2024 00:00,74.833333,0.042235,93.066664,43
33.503833,-112.095767,26-04-2024 00:00,72.333333,0.042647,114.066664,44
33.503833,-112.095767,27-04-2024 00:00,70.583333,0.032471,165.2,44
33.503833,-112.095767,28-04-2024 00:00,73.708333,0.030176,79.066664,45
33.503833,-112.095767,29-04-2024 00:00,77.416667,0.034588,90.166664,58
33.503833,-112.095767,30-04-2024 00:00,80.375,0.043706,143.433336,58
33.503833,-112.095767,01-05-2024 00:00,80.208333,0.045588,94.966664,58
33.503833,-112.095767,02-05-2024 00:00,80.125,0.045941,109.333336,74
33.503833,-112.095767,03-05-2024 00:00,81.291667,0.042647,174.933336,61
33.503833,-112.095767,04-05-2024 00:00,81.791667,0.049941,130.1,54
33.503833,-112.095767,05-05-2024 00:00,76.416667,0.039176,112.233336,39
33.503833,-112.095767,06-05-2024 00:00,72.083333,0.039412,133.033336,51
33.503833,-112.095767,07-05-2024 00:00,76.208333,0.044824,84.9,50
33.503833,-112.095767,08-05-2024 00:00,78.083333,0.049353,86.766664,58
33.503833,-112.095767,09-05-2024 00:00,74.25,0.035882,109.2,50
33.503833,-112.095767,10-05-2024 00:00,76.708333,0.037235,83.533336,51
33.503833,-112.095767,11-05-2024 00:00,78.458333,0.040941,69.066664,50
33.503833,-112.095767,12-05-2024 00:00,80.75,0.046529,124.633336,77
33.503833,-112.095767,13-05-2024 00:00,85.375,0.051588,91.966664,80
33.503833,-112.095767,14-05-2024 00:00,86.625,0.053059,85.066664,93
33.503833,-112.095767,15-05-2024 00:00,85.166667,0.049176,125.7,51
33.503833,-112.095767,16-05-2024 00:00,85.136364,0.049824,81.866664,64
33.503833,-112.095767,17-05-2024 00:00,86.916667,0.048059,96.766664,80
33.503833,-112.095767,18-05-2024 00:00,87.666667,0.048824,99.533336,67
33.503833,-112.095767,19-05-2024 00:00,85.666667,0.048059,93.066664,74
33.503833,-112.095767,20-05-2024 00:00,79.125,0.036118,103.033336,49
33.503833,-112.095767,21-05-2024 00:00,79.916667,0.040941,156.033336,77
33.503833,-112.095767,22-05-2024 00:00,81.583333,0.055529,96.333336,97
33.503833,-112.095767,23-05-2024 00:00,82.590909,0.052118,91.966664,71
33.503833,-112.095767,24-05-2024 00:00,85.291667,0.049059,169.133336,61
33.503833,-112.095767,25-05-2024 00:00,81.875,0.032529,88.3,41
33.503833,-112.095767,26-05-2024 00:00,81.916667,0.036706,105.966664,71
33.503833,-112.095767,27-05-2024 00:00,85.458333,0.035294,161.033336,58
33.503833,-112.095767,28-05-2024 00:00,88.083333,0.051294,88.266664,87
33.503833,-112.095767,29-05-2024 00:00,88,0.042706,86.866664,84
33.503833,-112.095767,30-05-2024 00:00,87.166667,0.041294,161.966664,87
33.503833,-112.095767,31-05-2024 00:00,89.708333,0.048824,101.133336,84
33.503833,-112.095767,01-06-2024 00:00,89.708333,0.046706,81.6,61
33.503833,-112.095767,02-06-2024 00:00,89.75,0.048059,132.066664,74
33.503833,-112.095767,03-06-2024 00:00,89.041667,0.045235,90.166664,77
33.503833,-112.095767,04-06-2024 00:00,89.333333,0.037765,82.366664,64
33.503833,-112.095767,05-06-2024 00:00,93.291667,0.041529,147.5,51
33.503833,-112.095767,06-06-2024 00:00,97.416667,0.040294,113.866664,61
33.503833,-112.095767,07-06-2024 00:00,96.416667,0.042824,86.5,80
33.503833,-112.095767,08-06-2024 00:00,94.916667,0.046059,170.133336,77
33.503833,-112.095767,09-06-2024 00:00,93.958333,0.032118,67.8,38
33.503833,-112.095767,10-06-2024 00:00,91.375,0.035941,85.566664,54
33.503833,-112.095767,11-06-2024 00:00,95.291667,0.044118,136,67
33.503833,-112.095767,12-06-2024 00:00,95.083333,0.034765,100.869568,54
33.503833,-112.095767,13-06-2024 00:00,93.958333,0.043118,218.266664,71
33.503833,-112.095767,14-06-2024 00:00,92.875,0.054706,276.933336,133
33.503833,-112.095767,15-06-2024 00:00,96.583333,0.054824,152.633336,100
33.503833,-112.095767,16-06-2024 00:00,96.541667,0.043824,138.1,58
33.503833,-112.095767,17-06-2024 00:00,92.875,0.042647,184.333336,48
33.503833,-112.095767,18-06-2024 00:00,91.625,0.041824,107.7,51
33.503833,-112.095767,19-06-2024 00:00,92.333333,0.034471,112.366664,58
33.503833,-112.095767,20-06-2024 00:00,96.083333,0.040235,306.366664,54.33333333
33.503833,-112.095767,21-06-2024 00:00,102.333333,0.039118,177.633336,49
33.503833,-112.095767,22-06-2024 00:00,97.25,0.039765,54.7,45
33.503833,-112.095767,23-06-2024 00:00,97.75,0.050294,109.166664,93
33.503833,-112.095767,24-06-2024 00:00,98.291667,0.041706,82.133336,50
33.503833,-112.095767,25-06-2024 00:00,93.041667,0.045588,81.733336,67
33.503833,-112.095767,26-06-2024 00:00,96.958333,0.043294,115.633336,77
33.503833,-112.095767,27-06-2024 00:00,101.125,0.036059,79.066664,39
33.503833,-112.095767,28-06-2024 00:00,99.708333,0.042,86.633336,44
33.503833,-112.095767,29-06-2024 00:00,98.041667,0.033176,127.833336,44
33.503833,-112.095767,30-06-2024 00:00,98.583333,0.052529,92.8,61
33.503833,-112.095767,01-07-2024 00:00,93.833333,0.052765,75.3,93
33.503833,-112.095767,02-07-2024 00:00,100.541667,0.045765,88.233336,93
33.503833,-112.095767,03-07-2024 00:00,101.333333,0.04,83.7,46
33.503833,-112.095767,04-07-2024 00:00,100.416667,0.038118,139.366664,45.5
33.503833,-112.095767,05-07-2024 00:00,102.541667,0.049176,112.566664,100
33.503833,-112.095767,06-07-2024 00:00,101.583333,0.046824,96.033336,58
33.503833,-112.095767,07-07-2024 00:00,101.5,0.042235,96.566664,46
33.503833,-112.095767,08-07-2024 00:00,102.75,0.049353,150.533336,90
33.503833,-112.095767,09-07-2024 00:00,101.916667,0.050824,138.2,122
33.503833,-112.095767,10-07-2024 00:00,101.166667,0.045059,147.733336,67
33.503833,-112.095767,11-07-2024 00:00,102.541667,0.060294,184.19048,115
33.503833,-112.095767,12-07-2024 00:00,101.625,0.067353,314,156
33.503833,-112.095767,13-07-2024 00:00,101.708333,0.048647,138.2,71
33.503833,-112.095767,14-07-2024 00:00,97.166667,0.039941,345.966664,58
33.503833,-112.095767,15-07-2024 00:00,96.666667,0.043588,158.466664,50
33.503833,-112.095767,16-07-2024 00:00,99.166667,0.043824,99.633336,44
33.503833,-112.095767,17-07-2024 00:00,99.375,0.050824,91.433336,84
33.503833,-112.095767,18-07-2024 00:00,100.291667,0.052353,102.466664,64
33.503833,-112.095767,19-07-2024 00:00,101.791667,0.049941,105.733336,67
33.503833,-112.095767,20-07-2024 00:00,102.166667,0.052941,128.1,64
33.503833,-112.095767,21-07-2024 00:00,95.25,0.048706,131.933336,77
33.503833,-112.095767,22-07-2024 00:00,97.416667,0.068353,98.3,151
33.503833,-112.095767,23-07-2024 00:00,102.291667,0.064706,112.333336,136
33.503833,-112.095767,24-07-2024 00:00,100.916667,0.050412,127.166664,74
33.503833,-112.095767,25-07-2024 00:00,97.625,0.057235,189.2,97
33.503833,-112.095767,26-07-2024 00:00,96.208333,0.059,142.866664,119
33.503833,-112.095767,27-07-2024 00:00,99.666667,0.048353,137.666664,67
33.503833,-112.095767,28-07-2024 00:00,98.083333,0.046471,136.666664,54
33.503833,-112.095767,29-07-2024 00:00,97.75,0.043235,110.9,51
33.503833,-112.095767,30-07-2024 00:00,96.666667,0.045,136.033336,74
33.503833,-112.095767,31-07-2024 00:00,95.708333,0.052824,139.9,84
33.503833,-112.095767,01-08-2024 00:00,95.75,0.051235,78.6,74
33.503833,-112.095767,02-08-2024 00:00,99.958333,0.062235,96,129
33.503833,-112.095767,03-08-2024 00:00,102.416667,0.057,75.566664,108
33.503833,-112.095767,04-08-2024 00:00,102,0.055882,93.533336,93
33.503833,-112.095767,05-08-2024 00:00,99.416667,0.051941,116.9,100
33.503833,-112.095767,06-08-2024 00:00,99.083333,0.049471,117.16364,64
33.503833,-112.095767,07-08-2024 00:00,92.416667,0.055824,70.433336,84
33.503833,-112.095767,08-08-2024 00:00,94.875,0.051706,86.966664,61
33.503833,-112.095767,09-08-2024 00:00,96.041667,0.060882,74.333336,129
33.503833,-112.095767,10-08-2024 00:00,98.541667,0.047176,80.633336,71
33.503833,-112.095767,11-08-2024 00:00,94.25,0.046294,74.266664,61
33.503833,-112.095767,12-08-2024 00:00,95.791667,0.037941,86.9,51
33.503833,-112.095767,13-08-2024 00:00,96.083333,0.034412,110.5,44
33.503833,-112.095767,14-08-2024 00:00,97.583333,0.030059,107.6,45
33.503833,-112.095767,15-08-2024 00:00,97.791667,0.032529,96.433336,45
33.503833,-112.095767,16-08-2024 00:00,99.083333,0.038765,92.8,46
33.503833,-112.095767,17-08-2024 00:00,101.375,0.045765,73.666664,77
33.503833,-112.095767,18-08-2024 00:00,88.708333,0.033647,80.2,50
33.503833,-112.095767,19-08-2024 00:00,97.083333,0.040471,76.933336,100
33.503833,-112.095767,20-08-2024 00:00,98.833333,0.041412,110.533336,44
33.503833,-112.095767,21-08-2024 00:00,94.291667,0.039176,72.566664,45
33.503833,-112.095767,22-08-2024 00:00,93.375,0.038647,72.133336,47
33.503833,-112.095767,23-08-2024 00:00,94.916667,0.033706,75.433336,35
33.503833,-112.095767,24-08-2024 00:00,94.208333,0.040353,72.233336,48
33.503833,-112.095767,25-08-2024 00:00,94.791667,0.032235,86.4,44
33.503833,-112.095767,26-08-2024 00:00,93.083333,0.034471,121.733336,84
33.503833,-112.095767,27-08-2024 00:00,92.833333,0.037588,123.6,51
33.503833,-112.095767,28-08-2024 00:00,94.625,0.044,70.633336,49
33.503833,-112.095767,29-08-2024 00:00,94.5,0.041706,76.833336,61
33.503833,-112.095767,30-08-2024 00:00,94.5,0.045941,80.3,87
33.503833,-112.095767,31-08-2024 00:00,95.666667,0.048059,74.366664,67
33.503833,-112.095767,01-09-2024 00:00,93.875,0.052118,78.666664,77
33.503833,-112.095767,02-09-2024 00:00,94.5,0.052647,118.633336,93
33.503833,-112.095767,03-09-2024 00:00,95.625,0.048294,101.078264,105
33.503833,-112.095767,04-09-2024 00:00,96.541667,0.045588,107.833336,115
33.503833,-112.095767,05-09-2024 00:00,98.75,0.042941,116.866664,84
33.503833,-112.095767,06-09-2024 00:00,99.833333,0.048235,129.866664,77
33.503833,-112.095767,07-09-2024 00:00,97.708333,0.045529,118.733336,67
33.503833,-112.095767,08-09-2024 00:00,95.75,0.042824,115.566664,64
33.503833,-112.095767,09-09-2024 00:00,94.083333,0.034176,136.466664,61
33.503833,-112.095767,10-09-2024 00:00,92.916667,0.034059,147.366664,71
33.503833,-112.095767,11-09-2024 00:00,91.833333,0.039588,296.4,97
33.503833,-112.095767,12-09-2024 00:00,92.416667,0.035353,125.3,44
33.503833,-112.095767,13-09-2024 00:00,90.25,0.034824,97.766664,43
33.503833,-112.095767,14-09-2024 00:00,91.125,0.038353,112.1,54
33.503833,-112.095767,15-09-2024 00:00,91.875,0.031,96.366664,36
33.503833,-112.095767,16-09-2024 00:00,88.791667,0.033882,77.233336,32
33.503833,-112.095767,17-09-2024 00:00,82.875,0.030235,106.266664,38
33.503833,-112.095767,18-09-2024 00:00,80.958333,0.031353,102.6,44
33.503833,-112.095767,19-09-2024 00:00,83.708333,0.035059,91.266664,43
33.503833,-112.095767,20-09-2024 00:00,84.125,0.036647,91.566664,36
33.503833,-112.095767,21-09-2024 00:00,79.916667,0.032941,105.9,49
33.503833,-112.095767,22-09-2024 00:00,83.25,0.038412,173.1,80
33.503833,-112.095767,23-09-2024 00:00,87.25,0.038059,155.6,67
33.503833,-112.095767,24-09-2024 00:00,89.708333,0.035824,144.333336,71
33.503833,-112.095767,25-09-2024 00:00,91.916667,0.038412,128.433336,64
33.503833,-112.095767,26-09-2024 00:00,94.041667,0.041588,123.333336,97
33.503833,-112.095767,27-09-2024 00:00,93.458333,0.035588,155.9,101
33.503833,-112.095767,28-09-2024 00:00,96.416667,0.041118,144.533336,54
33.503833,-112.095767,29-09-2024 00:00,98.208333,0.034882,99.533336,58
33.503833,-112.095767,30-09-2024 00:00,92.708333,0.048833,133,71
41.3014,-72.902871,01-01-2024 00:00,40.208333,0.021294,506.233328,43.83333333
41.3014,-72.902871,02-01-2024 00:00,35.708333,0.015235,152.666672,28.25
41.3014,-72.902871,03-01-2024 00:00,38.375,0.021059,273.866672,36
41.3014,-72.902871,04-01-2024 00:00,38.25,0.027529,224.7,32.2
41.3014,-72.902871,05-01-2024 00:00,31.75,0.015941,149.833336,37
41.3014,-72.902871,06-01-2024 00:00,31.958333,0.027882,461.5,45.5
41.3014,-72.902871,07-01-2024 00:00,34.458333,0.023412,130.1,27
41.3014,-72.902871,08-01-2024 00:00,36.708333,0.012294,188.3,34.5
41.3014,-72.902871,09-01-2024 00:00,38.25,0.030176,400.7,48.5
41.3014,-72.902871,10-01-2024 00:00,50.333333,0.021529,168.833336,24.6
41.3014,-72.902871,11-01-2024 00:00,44.416667,0.014,157.84348,33
41.3014,-72.902871,12-01-2024 00:00,44.25,0.028647,200.7,36
41.3014,-72.902871,13-01-2024 00:00,48.583333,0.028353,131.666664,31
41.3014,-72.902871,14-01-2024 00:00,36.625,0.031765,122.433336,31
41.3014,-72.902871,15-01-2024 00:00,29.166667,0.023647,144.9,26.5
41.3014,-72.902871,16-01-2024 00:00,28.375,0.022529,274.366672,33.6
41.3014,-72.902871,17-01-2024 00:00,23.958333,0.021647,211.9,33.25
41.3014,-72.902871,18-01-2024 00:00,27.541667,0.015765,276.266672,40
41.3014,-72.902871,19-01-2024 00:00,28.208333,0.025941,655.366664,50.33333333
41.3014,-72.902871,20-01-2024 00:00,21.416667,0.033706,108,33
41.3014,-72.902871,21-01-2024 00:00,23.208333,0.033588,83.833336,36
41.3014,-72.902871,22-01-2024 00:00,31.333333,0.016059,294.133336,41.6
41.3014,-72.902871,23-01-2024 00:00,38.541667,0.017353,354.433336,46.5
41.3014,-72.902871,24-01-2024 00:00,40.125,0.022353,362.166672,41
41.3014,-72.902871,25-01-2024 00:00,49.291667,0.013412,401.333336,40.5
41.3014,-72.902871,26-01-2024 00:00,42.708333,0.016353,160.5,23.25
41.3014,-72.902871,27-01-2024 00:00,41.958333,0.017118,168.833336,24.75
41.3014,-72.902871,28-01-2024 00:00,39.458333,0.023529,117.6,26
41.3014,-72.902871,29-01-2024 00:00,37.791667,0.024941,87.1,26
41.3014,-72.902871,30-01-2024 00:00,35.75,0.030059,124.4,30
41.3014,-72.902871,31-01-2024 00:00,36.291667,0.021,164.066664,25
41.3014,-72.902871,01-02-2024 00:00,41.125,0.003235,477.966664,45.5
41.3014,-72.902871,02-02-2024 00:00,42.5,0.015824,382.2,41.25
41.3014,-72.902871,03-02-2024 00:00,37.75,0.030471,141,31
41.3014,-72.902871,04-02-2024 00:00,37.5,0.035588,95.3,41
41.3014,-72.902871,05-02-2024 00:00,37.416667,0.037824,114.1,41
41.3014,-72.902871,06-02-2024 00:00,34.73913,0.019235,204.278264,37
41.3014,-72.902871,07-02-2024 00:00,38.166667,0.017588,191.384056,35.5
41.3014,-72.902871,08-02-2024 00:00,39.208333,0.018588,333.4,42.75
41.3014,-72.902871,09-02-2024 00:00,43.666667,0.028235,256.6,37
41.3014,-72.902871,10-02-2024 00:00,45.541667,0.015294,479.133336,49.5
41.3014,-72.902871,11-02-2024 00:00,45.375,0.019294,191,30
41.3014,-72.902871,12-02-2024 00:00,39.25,0.019529,290.1,30
41.3014,-72.902871,13-02-2024 00:00,36,0.02025,155.9,25.5
41.3014,-72.902871,14-02-2024 00:00,32.8125,0.0361,34.25,36
41.3014,-72.902871,15-02-2024 00:00,33.375,0.030294,127.166664,37
41.3014,-72.902871,16-02-2024 00:00,38.625,0.027,131.966664,33
41.3014,-72.902871,17-02-2024 00:00,31.791667,0.028,113.033328,30
41.3014,-72.902871,18-02-2024 00:00,33.041667,0.030824,320.266672,37
41.3014,-72.902871,19-02-2024 00:00,34.916667,0.028471,141.966672,38
41.3014,-72.902871,20-02-2024 00:00,29.5,0.018529,144.566664,41
41.3014,-72.902871,21-02-2024 00:00,32.75,0.036529,337.9,44.2
41.3014,-72.902871,22-02-2024 00:00,37.25,0.035471,211.366672,38.75
41.3014,-72.902871,23-02-2024 00:00,42.708333,0.011706,300.9,41
41.3014,-72.902871,24-02-2024 00:00,37.833333,0.035529,320.033336,35.83333333
41.3014,-72.902871,25-02-2024 00:00,30.25,0.035529,112.933328,35
41.3014,-72.902871,26-02-2024 00:00,41.25,0.014824,241.066664,37.25
41.3014,-72.902871,27-02-2024 00:00,45.208333,0.039706,433.7,49
41.3014,-72.902871,28-02-2024 00:00,49,0.039118,421.966664,50
41.3014,-72.902871,29-02-2024 00:00,35.625,0.033706,73.103552,36
41.3014,-72.902871,01-03-2024 00:00,35.916667,0.032294,244.433336,35
41.3014,-72.902871,02-03-2024 00:00,46.208333,0.038824,110.166672,39
41.3014,-72.902871,03-03-2024 00:00,54.083333,0.028706,55.266672,36
41.3014,-72.902871,04-03-2024 00:00,49.041667,0.031824,171.1,34
41.3014,-72.902871,05-03-2024 00:00,45.833333,0.023824,95.533328,25
41.3014,-72.902871,06-03-2024 00:00,48.208333,0.008059,210.133336,28.75
41.3014,-72.902871,07-03-2024 00:00,51.125,0.029647,51.333336,31
41.3014,-72.902871,08-03-2024 00:00,45.458333,0.036412,104.133336,35
41.3014,-72.902871,09-03-2024 00:00,42.208333,0.041588,166.866664,40
41.3014,-72.902871,10-03-2024 00:00,45.375,0.031118,45.566672,31
41.3014,-72.902871,11-03-2024 00:00,42.666667,0.037471,48.733336,43
41.3014,-72.902871,12-03-2024 00:00,50.75,0.031118,152.866664,44
41.3014,-72.902871,13-03-2024 00:00,47.958333,0.038235,401.466664,45.5
41.3014,-72.902871,14-03-2024 00:00,49.291667,0.041235,285.866672,46.75
41.3014,-72.902871,15-03-2024 00:00,52.416667,0.022941,343.666664,47.75
41.3014,-72.902871,16-03-2024 00:00,47,0.038412,282.366664,40.2
41.3014,-72.902871,17-03-2024 00:00,51.75,0.031294,170.633336,38
41.3014,-72.902871,18-03-2024 00:00,45.583333,0.031765,88.8,36
41.3014,-72.902871,19-03-2024 00:00,41.708333,0.037529,147.466672,39
41.3014,-72.902871,20-03-2024 00:00,44.25,0.03625,200.466672,35
41.3014,-72.902871,21-03-2024 00:00,35.458333,0.038059,61.733336,38
41.3014,-72.902871,22-03-2024 00:00,35.041667,0.038471,128.833328,37
41.3014,-72.902871,23-03-2024 00:00,38.75,0.033765,124,35
41.3014,-72.902871,24-03-2024 00:00,38.625,0.035529,98.1,40
41.3014,-72.902871,25-03-2024 00:00,42.25,0.040235,201.566664,41
41.3014,-72.902871,26-03-2024 00:00,43.458333,0.032412,120.7,32
41.3014,-72.902871,27-03-2024 00:00,45.625,0.012529,177.01304,27.75
41.3014,-72.902871,28-03-2024 00:00,48.416667,0.022706,327.333328,39.8
